Unique_ID,dataset_id,family,genus,woodiness,reclass_life_history,putative_BNF,myc_type,species_binom,lat_deg,long_deg,leaf_N_per_dry_mass,leaf_P_per_dry_mass,leaf_C_per_dry_mass,NP_ratio,CN_ratio,CP_ratio,SN_total_0_30,SP_total_0_30,SOC_total_0_30,CEC_total_0_30,AP_total_0_30,NPP,MAT,PPT,AET,precipitation_seasonality,temp_seasonality
1197,Bloomfield_2018,Escalloniaceae,Anopterus,1,long,0,AM,Anopterus_glandulosus,-43.095,146.65,6.61,0.299,NA,22.10702341,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1198,Bloomfield_2018,Escalloniaceae,Anopterus,1,long,0,AM,Anopterus_glandulosus,-43.095,146.65,8.584,0.517,NA,16.60348162,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1199,Bloomfield_2018,Escalloniaceae,Anopterus,1,long,0,AM,Anopterus_glandulosus,-43.095,146.65,7.91,0.242,NA,32.68595041,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1200,Bloomfield_2018,Escalloniaceae,Anopterus,1,long,0,AM,Anopterus_glandulosus,-43.095,146.65,9.031,0.212,NA,42.5990566,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3468,Bloomfield_2018,Myrtaceae,Melaleuca,1,long,0,EcM-AM,Melaleuca_squarrosa,-43.095,146.65,40.232,1.392,NA,28.90229885,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3469,Bloomfield_2018,Myrtaceae,Melaleuca,1,long,0,EcM-AM,Melaleuca_squarrosa,-43.095,146.65,21.304,0.918,NA,23.20697168,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3470,Bloomfield_2018,Myrtaceae,Melaleuca,1,long,0,EcM-AM,Melaleuca_squarrosa,-43.095,146.65,13.297,0.579,NA,22.96545769,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3471,Bloomfield_2018,Myrtaceae,Melaleuca,1,long,0,EcM-AM,Melaleuca_squarrosa,-43.095,146.65,12.131,0.402,NA,30.17661692,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1306,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_dealbata,-43.095,146.65,25.614,0.905,NA,28.30276243,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1307,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_dealbata,-43.095,146.65,9.177,0.116,NA,79.11206897,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1308,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_dealbata,-43.095,146.65,12.764,0.294,NA,43.41496599,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1309,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_dealbata,-43.095,146.65,41.3,2.685,NA,15.38175047,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1301,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_melanoxylon,-43.095,146.65,28.496,0.757,NA,37.64332893,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1302,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_melanoxylon,-43.095,146.65,23.92,0.586,NA,40.81911263,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1303,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_melanoxylon,-43.095,146.65,25.104,0.734,NA,34.20163488,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1304,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_melanoxylon,-43.095,146.65,29.087,0.825,NA,35.2569697,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1305,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_melanoxylon,-43.095,146.65,19.838,0.496,NA,39.99596774,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
463,Bloomfield_2018,Atherospermataceae,Atherosperma,1,long,0,AM,Atherosperma_moschatum,-43.095,146.65,16.491,0.34,NA,48.50294118,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
464,Bloomfield_2018,Atherospermataceae,Atherosperma,1,long,0,AM,Atherosperma_moschatum,-43.095,146.65,20.178,0.486,NA,41.51851852,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
465,Bloomfield_2018,Atherospermataceae,Atherosperma,1,long,0,AM,Atherosperma_moschatum,-43.095,146.65,18.455,0.766,NA,24.0926893,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
466,Bloomfield_2018,Atherospermataceae,Atherosperma,1,long,0,AM,Atherosperma_moschatum,-43.095,146.65,18.816,1.117,NA,16.84512086,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3460,Bloomfield_2018,Myrtaceae,Eucalyptus,1,long,0,EcM-AM,Eucalyptus_obliqua,-43.095,146.65,12.582,0.549,NA,22.91803279,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3461,Bloomfield_2018,Myrtaceae,Eucalyptus,1,long,0,EcM-AM,Eucalyptus_obliqua,-43.095,146.65,15.109,0.615,NA,24.56747967,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3462,Bloomfield_2018,Myrtaceae,Eucalyptus,1,long,0,EcM-AM,Eucalyptus_obliqua,-43.095,146.65,18.024,0.816,NA,22.08823529,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3463,Bloomfield_2018,Myrtaceae,Eucalyptus,1,long,0,EcM-AM,Eucalyptus_obliqua,-43.095,146.65,13.262,0.515,NA,25.75145631,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3464,Bloomfield_2018,Myrtaceae,Eucalyptus,1,long,0,EcM-AM,Eucalyptus_obliqua,-43.095,146.65,12.813,0.614,NA,20.86807818,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
807,Bloomfield_2018,Cunoniaceae,Eucryphia,1,long,0,AM,Eucryphia_lucida,-43.095,146.65,10.109,0.213,NA,47.4600939,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
808,Bloomfield_2018,Cunoniaceae,Eucryphia,1,long,0,AM,Eucryphia_lucida,-43.095,146.65,9.085,0.193,NA,47.07253886,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
809,Bloomfield_2018,Cunoniaceae,Eucryphia,1,long,0,AM,Eucryphia_lucida,-43.095,146.65,9.837,0.513,NA,19.1754386,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
810,Bloomfield_2018,Cunoniaceae,Eucryphia,1,long,0,AM,Eucryphia_lucida,-43.095,146.65,8.371,0.183,NA,45.7431694,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3465,Bloomfield_2018,Myrtaceae,Leptospermum,1,long,0,EcM-AM,Leptospermum_lanigerum,-43.095,146.65,6.207,0.095,NA,65.33684211,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3466,Bloomfield_2018,Myrtaceae,Leptospermum,1,long,0,EcM-AM,Leptospermum_lanigerum,-43.095,146.65,12.931,0.509,NA,25.40471513,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3467,Bloomfield_2018,Myrtaceae,Leptospermum,1,long,0,EcM-AM,Leptospermum_lanigerum,-43.095,146.65,10.605,0.107,NA,99.11214953,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
6121,Bloomfield_2018,Oleaceae,Notelaea,1,long,0,AM,Notelaea_ligustrina,-43.095,146.65,8.924,0.308,NA,28.97402597,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
6122,Bloomfield_2018,Oleaceae,Notelaea,1,long,0,AM,Notelaea_ligustrina,-43.095,146.65,9.971,0.089,NA,112.0337079,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
6123,Bloomfield_2018,Oleaceae,Notelaea,1,long,0,AM,Notelaea_ligustrina,-43.095,146.65,9.803,0.14,NA,70.02142857,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
6124,Bloomfield_2018,Oleaceae,Notelaea,1,long,0,AM,Notelaea_ligustrina,-43.095,146.65,18.987,0.523,NA,36.3040153,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
6087,Bloomfield_2018,Nothofagaceae,Nothofagus,1,long,0,EcM,Nothofagus_cunninghamii,-43.095,146.65,6.283,0.13,NA,48.33076923,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
6088,Bloomfield_2018,Nothofagaceae,Nothofagus,1,long,0,EcM,Nothofagus_cunninghamii,-43.095,146.65,13.7,0.325,NA,42.15384615,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
6089,Bloomfield_2018,Nothofagaceae,Nothofagus,1,long,0,EcM,Nothofagus_cunninghamii,-43.095,146.65,13.265,0.22,NA,60.29545455,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
6090,Bloomfield_2018,Nothofagaceae,Nothofagus,1,long,0,EcM,Nothofagus_cunninghamii,-43.095,146.65,20.391,1.262,NA,16.15768621,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
6482,Bloomfield_2018,Podocarpaceae,Phyllocladus,1,long,0,AM,Phyllocladus_aspleniifolius,-43.095,146.65,10.726,0.567,NA,18.91710758,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
6483,Bloomfield_2018,Podocarpaceae,Phyllocladus,1,long,0,AM,Phyllocladus_aspleniifolius,-43.095,146.65,13.107,0.598,NA,21.9180602,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
6484,Bloomfield_2018,Podocarpaceae,Phyllocladus,1,long,0,AM,Phyllocladus_aspleniifolius,-43.095,146.65,9.837,0.513,NA,19.1754386,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
6257,Bloomfield_2018,Pittosporaceae,Pittosporum,1,long,0,AM,Pittosporum_bicolor,-43.095,146.65,10.251,0.357,NA,28.71428571,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
6258,Bloomfield_2018,Pittosporaceae,Pittosporum,1,long,0,AM,Pittosporum_bicolor,-43.095,146.65,10.601,0.553,NA,19.16998192,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
6259,Bloomfield_2018,Pittosporaceae,Pittosporum,1,long,0,AM,Pittosporum_bicolor,-43.095,146.65,8.999,0.439,NA,20.49886105,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
6260,Bloomfield_2018,Pittosporaceae,Pittosporum,1,long,0,AM,Pittosporum_bicolor,-43.095,146.65,7.962,0.399,NA,19.95488722,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
7178,Bloomfield_2018,Rhamnaceae,Pomaderris,1,long,0,EcM,Pomaderris_apetala,-43.095,146.65,12.809,0.449,NA,28.52783964,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
7179,Bloomfield_2018,Rhamnaceae,Pomaderris,1,long,0,EcM,Pomaderris_apetala,-43.095,146.65,10.825,0.175,NA,61.85714286,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
7180,Bloomfield_2018,Rhamnaceae,Pomaderris,1,long,0,EcM,Pomaderris_apetala,-43.095,146.65,13.904,0.325,NA,42.78153846,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
7181,Bloomfield_2018,Rhamnaceae,Pomaderris,1,long,0,EcM,Pomaderris_apetala,-43.095,146.65,15.559,0.346,NA,44.96820809,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
7839,Bloomfield_2018,Winteraceae,Tasmannia,1,long,0,AM,Tasmannia_lanceolata,-43.095,146.65,9.85,0.236,NA,41.73728814,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
7840,Bloomfield_2018,Winteraceae,Tasmannia,1,long,0,AM,Tasmannia_lanceolata,-43.095,146.65,9.288,0.314,NA,29.57961783,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
7841,Bloomfield_2018,Winteraceae,Tasmannia,1,long,0,AM,Tasmannia_lanceolata,-43.095,146.65,14.516,0.589,NA,24.64516129,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
7842,Bloomfield_2018,Winteraceae,Tasmannia,1,long,0,AM,Tasmannia_lanceolata,-43.095,146.65,6.549,0.171,NA,38.29824561,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1201,Bloomfield_2018,Escalloniaceae,Anopterus,1,long,0,AM,Anopterus_glandulosus,-43.095,146.65,11.655,0.597,NA,19.52261307,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1202,Bloomfield_2018,Escalloniaceae,Anopterus,1,long,0,AM,Anopterus_glandulosus,-43.095,146.65,14.552,0.653,NA,22.2848392,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1203,Bloomfield_2018,Escalloniaceae,Anopterus,1,long,0,AM,Anopterus_glandulosus,-43.095,146.65,9.566,0.327,NA,29.25382263,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1204,Bloomfield_2018,Escalloniaceae,Anopterus,1,long,0,AM,Anopterus_glandulosus,-43.095,146.65,12.218,0.485,NA,25.19175258,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1205,Bloomfield_2018,Escalloniaceae,Anopterus,1,long,0,AM,Anopterus_glandulosus,-43.095,146.65,14.373,0.545,NA,26.37247706,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1206,Bloomfield_2018,Escalloniaceae,Anopterus,1,long,0,AM,Anopterus_glandulosus,-43.095,146.65,13.968,0.555,NA,25.16756757,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1207,Bloomfield_2018,Escalloniaceae,Anopterus,1,long,0,AM,Anopterus_glandulosus,-43.095,146.65,13.973,0.521,NA,26.81957774,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1208,Bloomfield_2018,Escalloniaceae,Anopterus,1,long,0,AM,Anopterus_glandulosus,-43.095,146.65,14.267,0.444,NA,32.13288288,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3472,Bloomfield_2018,Myrtaceae,Melaleuca,1,long,0,EcM-AM,Melaleuca_squarrosa,-43.095,146.65,9,0.239,NA,37.65690377,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3473,Bloomfield_2018,Myrtaceae,Melaleuca,1,long,0,EcM-AM,Melaleuca_squarrosa,-43.095,146.65,10.653,0.334,NA,31.89520958,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3474,Bloomfield_2018,Myrtaceae,Melaleuca,1,long,0,EcM-AM,Melaleuca_squarrosa,-43.095,146.65,10.987,0.253,NA,43.42687747,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3475,Bloomfield_2018,Myrtaceae,Melaleuca,1,long,0,EcM-AM,Melaleuca_squarrosa,-43.095,146.65,11.653,0.271,NA,43,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3476,Bloomfield_2018,Myrtaceae,Melaleuca,1,long,0,EcM-AM,Melaleuca_squarrosa,-43.095,146.65,11.49,0.322,NA,35.68322981,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3477,Bloomfield_2018,Myrtaceae,Melaleuca,1,long,0,EcM-AM,Melaleuca_squarrosa,-43.095,146.65,11.634,0.299,NA,38.909699,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3478,Bloomfield_2018,Myrtaceae,Melaleuca,1,long,0,EcM-AM,Melaleuca_squarrosa,-43.095,146.65,12.035,0.351,NA,34.28774929,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3479,Bloomfield_2018,Myrtaceae,Melaleuca,1,long,0,EcM-AM,Melaleuca_squarrosa,-43.095,146.65,11.273,0.377,NA,29.90185676,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1310,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_dealbata,-43.095,146.65,24.984,1.201,NA,20.80266445,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1311,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_dealbata,-43.095,146.65,26.148,0.904,NA,28.92477876,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1312,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_dealbata,-43.095,146.65,24.721,0.769,NA,32.14694408,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1313,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_dealbata,-43.095,146.65,27.813,0.761,NA,36.54796321,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1314,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_dealbata,-43.095,146.65,28.416,0.773,NA,36.7606727,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1315,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_dealbata,-43.095,146.65,29.37,0.716,NA,41.01955307,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1316,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_dealbata,-43.095,146.65,29.425,0.901,NA,32.6581576,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1317,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_dealbata,-43.095,146.65,30.159,0.945,NA,31.91428571,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1318,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_melanoxylon,-43.095,146.65,14.969,0.865,NA,17.30520231,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1319,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_melanoxylon,-43.095,146.65,28.275,0.917,NA,30.83424209,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1320,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_melanoxylon,-43.095,146.65,27.361,0.863,NA,31.70451912,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1321,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_melanoxylon,-43.095,146.65,23.137,0.746,NA,31.01474531,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1322,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_melanoxylon,-43.095,146.65,26.753,0.98,NA,27.29897959,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1323,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_melanoxylon,-43.095,146.65,25.123,1.006,NA,24.97316103,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1324,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_melanoxylon,-43.095,146.65,26.164,0.734,NA,35.64577657,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
1325,Bloomfield_2018,Fabaceae,Acacia,1,long,1,EcM-AM,Acacia_melanoxylon,-43.095,146.65,27.024,0.914,NA,29.56673961,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
467,Bloomfield_2018,Atherospermataceae,Atherosperma,1,long,0,AM,Atherosperma_moschatum,-43.095,146.65,22.517,0.988,NA,22.79048583,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
468,Bloomfield_2018,Atherospermataceae,Atherosperma,1,long,0,AM,Atherosperma_moschatum,-43.095,146.65,22.006,1,NA,22.006,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
469,Bloomfield_2018,Atherospermataceae,Atherosperma,1,long,0,AM,Atherosperma_moschatum,-43.095,146.65,22.387,1.245,NA,17.9815261,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
470,Bloomfield_2018,Atherospermataceae,Atherosperma,1,long,0,AM,Atherosperma_moschatum,-43.095,146.65,22.725,1.247,NA,18.22373697,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
471,Bloomfield_2018,Atherospermataceae,Atherosperma,1,long,0,AM,Atherosperma_moschatum,-43.095,146.65,23.879,1.064,NA,22.44266917,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
472,Bloomfield_2018,Atherospermataceae,Atherosperma,1,long,0,AM,Atherosperma_moschatum,-43.095,146.65,24.573,0.987,NA,24.89665653,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
473,Bloomfield_2018,Atherospermataceae,Atherosperma,1,long,0,AM,Atherosperma_moschatum,-43.095,146.65,24.542,1.156,NA,21.23010381,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
474,Bloomfield_2018,Atherospermataceae,Atherosperma,1,long,0,AM,Atherosperma_moschatum,-43.095,146.65,25.463,1.165,NA,21.85665236,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
475,Bloomfield_2018,Atherospermataceae,Atherosperma,1,long,0,AM,Atherosperma_moschatum,-43.095,146.65,20.166,1.024,NA,19.69335938,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
476,Bloomfield_2018,Atherospermataceae,Atherosperma,1,long,0,AM,Atherosperma_moschatum,-43.095,146.65,21.125,1.03,NA,20.50970874,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3480,Bloomfield_2018,Myrtaceae,Eucalyptus,1,long,0,EcM-AM,Eucalyptus_obliqua,-43.095,146.65,15.952,0.594,NA,26.85521886,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3481,Bloomfield_2018,Myrtaceae,Eucalyptus,1,long,0,EcM-AM,Eucalyptus_obliqua,-43.095,146.65,16.441,0.679,NA,24.21354934,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3482,Bloomfield_2018,Myrtaceae,Eucalyptus,1,long,0,EcM-AM,Eucalyptus_obliqua,-43.095,146.65,11.952,0.498,NA,24,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3483,Bloomfield_2018,Myrtaceae,Eucalyptus,1,long,0,EcM-AM,Eucalyptus_obliqua,-43.095,146.65,13.462,0.449,NA,29.98218263,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
3484,Bloomfield_2018,Myrtaceae,Eucalyptus,1,long,0,EcM-AM,Eucalyptus_obliqua,-43.095,146.65,15.525,0.723,NA,21.47302905,NA,NA,0.302,0.028,4.963,21.301,11.287,14041.947,10.623,1412.614,779.542847,24.32042885,307.2532349
