Unique_ID,dataset_id,lat_deg,long_deg,family,genus,species_binom,woodiness,reclass_life_history,putative_BNF,myc_type,leaf_N_per_dry_mass,leaf_P_per_dry_mass,leaf_C_per_dry_mass,NP_ratio,CN_ratio,CP_ratio,LATLONG,latlong_unique,SN_total_0_30,SP_total_0_30,SOC_total_0_30,CEC_total_0_30,AP_total_0_30,ETa,NPP,MAT_C,PPT_mm,PrecipSeasonality_WorldClim30s1,TempSeasonality_WorldClim30s1
41,Schmidt_2003,-12.65,132.9166667,Anacardiaceae,Buchanania,Buchanania obovata,woody,long,0,AM,8,NA,485.5,NA,60.6875,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,Schmidt_2003,-12.65,132.9166667,Bixaceae,Cochlospermum,Cochlospermum fraseri,woody,long,0,AM,12,NA,461,NA,38.41666667,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,Schmidt_2003,-12.65,132.9166667,Fabaceae,Erythrophleum,Erythrophleum chlorostachys,woody,long,1,AM,25,NA,511,NA,20.44,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,Schmidt_2003,-12.65,132.9166667,Fabaceae,Erythrophleum,Erythrophleum chlorostachys,woody,long,1,AM,22,NA,533,NA,24.22727273,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1934,Schmidt_2003,-12.65,132.9166667,Fabaceae,Erythrophleum,Erythrophleum chlorostachys,woody,long,1,AM,19,NA,508.8,NA,26.77894737,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1778,Prior_2003,-12.7,131,Fabaceae,Erythrophleum,Erythrophleum chlorostachys,woody,long,1,AM,15.1,0.37,NA,40.81081081,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
1779,Prior_2003,-12.7,131,Fabaceae,Erythrophleum,Erythrophleum chlorostachys,woody,long,1,AM,19.9,0.63,NA,31.58730159,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
1780,Prior_2003,-12.7,131,Fabaceae,Erythrophleum,Erythrophleum chlorostachys,woody,long,1,AM,18.3,0.59,NA,31.01694915,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
1781,Prior_2003,-12.7,131,Fabaceae,Erythrophleum,Erythrophleum chlorostachys,woody,long,1,AM,19.8,0.66,NA,30,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
1782,Prior_2003,-12.7,131,Fabaceae,Erythrophleum,Erythrophleum chlorostachys,woody,long,1,AM,17.8,0.58,NA,30.68965517,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
1783,Prior_2003,-12.7,131,Fabaceae,Erythrophleum,Erythrophleum chlorostachys,woody,long,1,AM,19.9,0.57,NA,34.9122807,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
7498,Schmidt_2003,-12.65,132.9166667,Santalaceae,Exocarpos,Exocarpos latifolius,woody,long,0,NM-AM,20,NA,473.15,NA,23.6575,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7495,Schmidt_2003,-12.65,132.9166667,Santalaceae,Exocarpos,Exocarpos latifolius,woody,long,0,NM-AM,12,NA,484.3,NA,40.35833333,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7499,Schmidt_2003,-12.65,132.9166667,Santalaceae,Exocarpos,Exocarpos latifolius,woody,long,0,NM-AM,11,NA,491,NA,44.63636364,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2969,Schmidt_2003,-12.65,132.9166667,Moraceae,Ficus,Ficus scobina,woody,long,0,AM,21,NA,390.8,NA,18.60952381,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2966,Schmidt_2003,-12.65,132.9166667,Moraceae,Ficus,Ficus scobina,woody,long,0,AM,19,NA,433.5,NA,22.81578947,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2953,Prior_2003,-12.4,130.9,Moraceae,Ficus,Ficus scobina,woody,long,0,AM,39.7,2.3,NA,17.26086957,NA,NA,-12.4130.9,-12.4130.9,0.074,0.013,1.311,1.979,4.657,3.238,4896.368,27.552,1717.971,110.8201675,163.4361267
2954,Prior_2003,-12.4,130.9,Moraceae,Ficus,Ficus scobina,woody,long,0,AM,28.6,1.37,NA,20.87591241,NA,NA,-12.4130.9,-12.4130.9,0.074,0.013,1.311,1.979,4.657,3.238,4896.368,27.552,1717.971,110.8201675,163.4361267
2955,Prior_2003,-12.4,130.9,Moraceae,Ficus,Ficus scobina,woody,long,0,AM,24.5,1.88,NA,13.03191489,NA,NA,-12.4130.9,-12.4130.9,0.074,0.013,1.311,1.979,4.657,3.238,4896.368,27.552,1717.971,110.8201675,163.4361267
2956,Prior_2003,-12.4,130.9,Moraceae,Ficus,Ficus scobina,woody,long,0,AM,26.7,1.69,NA,15.79881657,NA,NA,-12.4130.9,-12.4130.9,0.074,0.013,1.311,1.979,4.657,3.238,4896.368,27.552,1717.971,110.8201675,163.4361267
2957,Prior_2003,-12.4,130.9,Moraceae,Ficus,Ficus scobina,woody,long,0,AM,31.7,1.78,NA,17.80898876,NA,NA,-12.4130.9,-12.4130.9,0.074,0.013,1.311,1.979,4.657,3.238,4896.368,27.552,1717.971,110.8201675,163.4361267
2958,Prior_2003,-12.4,130.9,Moraceae,Ficus,Ficus scobina,woody,long,0,AM,26.5,1.59,NA,16.66666667,NA,NA,-12.4130.9,-12.4130.9,0.074,0.013,1.311,1.979,4.657,3.238,4896.368,27.552,1717.971,110.8201675,163.4361267
7011,Schmidt_2003,-12.65,132.9166667,Proteaceae,Grevillea,Grevillea decurrens,woody,long,0,NM,14,NA,489.3,NA,34.95,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7015,Schmidt_2003,-12.65,132.9166667,Proteaceae,Grevillea,Grevillea decurrens,woody,long,0,NM,13,NA,491,NA,37.76923077,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7016,Schmidt_2003,-12.65,132.9166667,Proteaceae,Grevillea,Grevillea decurrens,woody,long,0,NM,10,NA,486.5,NA,48.65,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7012,Schmidt_2003,-12.65,132.9166667,Proteaceae,Grevillea,Grevillea decurrens,woody,long,0,NM,9,NA,490.9,NA,54.54444444,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7017,Schmidt_2003,-12.65,132.9166667,Proteaceae,Grevillea,Grevillea decurrens,woody,long,0,NM,12,NA,NA,NA,NA,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7021,Schmidt_2003,-12.65,132.9166667,Proteaceae,Grevillea,Grevillea mimosoides,woody,long,0,NM,8,NA,462.75,NA,57.84375,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7023,Schmidt_2003,-12.65,132.9166667,Proteaceae,Grevillea,Grevillea pteridifolia,woody,long,0,NM,8,NA,484,NA,60.5,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7025,Schmidt_2003,-12.65,132.9166667,Proteaceae,Grevillea,Grevillea pteridifolia,woody,long,0,NM,8,NA,485,NA,60.625,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7027,Schmidt_2003,-12.65,132.9166667,Proteaceae,Grevillea,Grevillea pteridifolia,woody,long,0,NM,7,NA,481.4,NA,68.77142857,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6583,Bloomfield_2018,-22.346800000000002,133.3276,Proteaceae,Hakea,Hakea leucoptera,woody,long,0,NM,19.944,0.43,NA,46.38139535,NA,NA,-22.3468133.3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.29380798,589.0587158
6584,Bloomfield_2018,-22.346800000000002,133.3276,Proteaceae,Hakea,Hakea leucoptera,woody,long,0,NM,20.275,0.38,NA,53.35526316,NA,NA,-22.3468133.3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.29380798,589.0587158
6585,Bloomfield_2018,-22.346800000000002,133.3276,Proteaceae,Hakea,Hakea leucoptera,woody,long,0,NM,17.343,0.335,NA,51.77014925,NA,NA,-22.3468133.3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.29380798,589.0587158
6586,Bloomfield_2018,-22.346800000000002,133.3276,Proteaceae,Hakea,Hakea leucoptera,woody,long,0,NM,24.267,0.466,NA,52.0751073,NA,NA,-22.3468133.3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.29380798,589.0587158
6587,Bloomfield_2018,-22.346800000000002,133.3276,Proteaceae,Hakea,Hakea leucoptera,woody,long,0,NM,12.488,0.222,NA,56.25225225,NA,NA,-22.3468133.3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.29380798,589.0587158
6588,Bloomfield_2018,-22.346800000000002,133.3276,Proteaceae,Hakea,Hakea leucoptera,woody,long,0,NM,13.148,0.259,NA,50.76447876,NA,NA,-22.3468133.3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.29380798,589.0587158
6530,Schmidt_2003,-12.65,132.9166667,Primulaceae,Myrsine,Myrsine benthamiana,woody,long,0,AM,12,NA,491.5,NA,40.95833333,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7307,Bloomfield_2018,-22.346800000000002,133.3276,Rubiaceae,Psydrax,Psydrax latifolia,woody,long,0,AM,21.112,0.547,NA,38.59597806,NA,NA,-22.3468133.3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.29380798,589.0587158
7308,Bloomfield_2018,-22.346800000000002,133.3276,Rubiaceae,Psydrax,Psydrax latifolia,woody,long,0,AM,20.308,0.656,NA,30.95731707,NA,NA,-22.3468133.3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.29380798,589.0587158
7309,Bloomfield_2018,-22.346800000000002,133.3276,Rubiaceae,Psydrax,Psydrax latifolia,woody,long,0,AM,15.461,0.483,NA,32.01035197,NA,NA,-22.3468133.3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.29380798,589.0587158
7310,Bloomfield_2018,-22.346800000000002,133.3276,Rubiaceae,Psydrax,Psydrax latifolia,woody,long,0,AM,17.944,0.585,NA,30.67350427,NA,NA,-22.3468133.3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.29380798,589.0587158
7311,Bloomfield_2018,-22.346800000000002,133.3276,Rubiaceae,Psydrax,Psydrax latifolia,woody,long,0,AM,15.756,0.586,NA,26.88737201,NA,NA,-22.3468133.3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.29380798,589.0587158
7312,Bloomfield_2018,-22.346800000000002,133.3276,Rubiaceae,Psydrax,Psydrax latifolia,woody,long,0,AM,18.748,0.59,NA,31.77627119,NA,NA,-22.3468133.3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.29380798,589.0587158
2690,Schmidt_2003,-12.65,132.9166667,Loganiaceae,Strychnos,Strychnos lucida,woody,long,0,AM,22,NA,462.9,NA,21.04090909,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
778,Schmidt_2003,-12.65,132.9166667,Combretaceae,Terminalia,Terminalia latipes,woody,long,0,AM,13,NA,495.65,NA,38.12692308,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,Schmidt_2003,-12.65,132.9166667,Apocynaceae,Wrightia,Wrightia saligna,woody,long,0,AM,25,NA,433.5,NA,17.34,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,Schmidt_2003,-12.65,132.9166667,Apocynaceae,Wrightia,Wrightia saligna,woody,long,0,AM,17,NA,422.5,NA,24.85294118,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857,Schmidt_2003,-12.65,132.9166667,Fabaceae,Acacia,Acacia auriculiformis,woody,long,1,EcM-AM,23,NA,496.45,NA,21.58478261,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854,Schmidt_2003,-12.65,132.9166667,Fabaceae,Acacia,Acacia auriculiformis,woody,long,1,EcM-AM,22,NA,494,NA,22.45454545,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1852,Schmidt_2003,-12.65,132.9166667,Fabaceae,Acacia,Acacia auriculiformis,woody,long,1,EcM-AM,13,NA,498,NA,38.30769231,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772,Prior_2003,-12.7,131,Fabaceae,Acacia,Acacia auriculiformis,woody,long,1,EcM-AM,19.6,0.69,NA,28.4057971,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
1773,Prior_2003,-12.7,131,Fabaceae,Acacia,Acacia auriculiformis,woody,long,1,EcM-AM,22.8,1.88,NA,12.12765957,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
1774,Prior_2003,-12.7,131,Fabaceae,Acacia,Acacia auriculiformis,woody,long,1,EcM-AM,19,0.77,NA,24.67532468,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
1775,Prior_2003,-12.7,131,Fabaceae,Acacia,Acacia auriculiformis,woody,long,1,EcM-AM,19.8,0.75,NA,26.4,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
1776,Prior_2003,-12.7,131,Fabaceae,Acacia,Acacia auriculiformis,woody,long,1,EcM-AM,18.6,0.72,NA,25.83333333,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
1777,Prior_2003,-12.7,131,Fabaceae,Acacia,Acacia auriculiformis,woody,long,1,EcM-AM,21.4,0.81,NA,26.41975309,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
1909,Schmidt_2003,-12.65,132.9166667,Fabaceae,Adenanthera,Adenanthera pavonina,woody,long,1,AM,23,NA,491.25,NA,21.35869565,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7192,Bloomfield_2018,-17.117,145.63,Rhamnaceae,Alphitonia,Alphitonia whitei,woody,long,0,AM,17.611,1.104,NA,15.95199275,NA,NA,-17.117145.63,-17.117145.63,0.185,0.024,2.732,3.841,12.614,2.533,10147.895,21.445,2501.581,78.27684784,276.3465576
7193,Bloomfield_2018,-17.117,145.63,Rhamnaceae,Alphitonia,Alphitonia whitei,woody,long,0,AM,17.703,1.767,NA,10.01867572,NA,NA,-17.117145.63,-17.117145.63,0.185,0.024,2.732,3.841,12.614,2.533,10147.895,21.445,2501.581,78.27684784,276.3465576
7194,Bloomfield_2018,-17.117,145.63,Rhamnaceae,Alphitonia,Alphitonia whitei,woody,long,0,AM,17.772,1.124,NA,15.8113879,NA,NA,-17.117145.63,-17.117145.63,0.185,0.024,2.732,3.841,12.614,2.533,10147.895,21.445,2501.581,78.27684784,276.3465576
7195,Bloomfield_2018,-17.117,145.63,Rhamnaceae,Alphitonia,Alphitonia whitei,woody,long,0,AM,17.889,0.991,NA,18.05146317,NA,NA,-17.117145.63,-17.117145.63,0.185,0.024,2.732,3.841,12.614,2.533,10147.895,21.445,2501.581,78.27684784,276.3465576
193,Schmidt_2003,-12.65,132.9166667,Apocynaceae,Alstonia,Alstonia actinophylla,woody,long,0,AM,17,NA,485,NA,28.52941176,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,Schmidt_2003,-12.65,132.9166667,Apocynaceae,Alstonia,Alstonia actinophylla,woody,long,0,AM,17,NA,486,NA,28.58823529,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,Schmidt_2003,-12.65,132.9166667,Apocynaceae,Alstonia,Alstonia actinophylla,woody,long,0,AM,26,NA,NA,NA,NA,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,Bloomfield_2018,-17.117,145.63,Apocynaceae,Alstonia,Alstonia muelleriana,woody,long,0,AM,26.618,1.098,NA,24.24225865,NA,NA,-17.117145.63,-17.117145.63,0.185,0.024,2.732,3.841,12.614,2.533,10147.895,21.445,2501.581,78.27684784,276.3465576
149,Bloomfield_2018,-17.117,145.63,Apocynaceae,Alstonia,Alstonia muelleriana,woody,long,0,AM,21.855,1.748,NA,12.50286041,NA,NA,-17.117145.63,-17.117145.63,0.185,0.024,2.732,3.841,12.614,2.533,10147.895,21.445,2501.581,78.27684784,276.3465576
150,Bloomfield_2018,-17.117,145.63,Apocynaceae,Alstonia,Alstonia muelleriana,woody,long,0,AM,22.338,1.752,NA,12.75,NA,NA,-17.117145.63,-17.117145.63,0.185,0.024,2.732,3.841,12.614,2.533,10147.895,21.445,2501.581,78.27684784,276.3465576
2660,Schmidt_2003,-12.65,132.9166667,Lecythidaceae,Barringtonia,Barringtonia acutangula,woody,long,0,AM,22,NA,486.7,NA,22.12272727,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2779,Schmidt_2003,-12.65,132.9166667,Malvaceae,Brachychiton,Brachychiton megaphyllus,woody,long,0,AM,20,NA,450.55,NA,22.5275,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,Prior_2003,-12.7,131,Cupressaceae,Callitris,Callitris intratropica,woody,long,0,AM,9,0.55,NA,16.36363636,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
900,Prior_2003,-12.7,131,Cupressaceae,Callitris,Callitris intratropica,woody,long,0,AM,9.6,0.59,NA,16.27118644,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
901,Prior_2003,-12.7,131,Cupressaceae,Callitris,Callitris intratropica,woody,long,0,AM,9.5,0.59,NA,16.10169492,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
902,Prior_2003,-12.7,131,Cupressaceae,Callitris,Callitris intratropica,woody,long,0,AM,9.1,0.64,NA,14.21875,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
903,Prior_2003,-12.7,131,Cupressaceae,Callitris,Callitris intratropica,woody,long,0,AM,8.7,0.51,NA,17.05882353,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
904,Prior_2003,-12.7,131,Cupressaceae,Callitris,Callitris intratropica,woody,long,0,AM,7.3,0.56,NA,13.03571429,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
565,Schmidt_2003,-12.65,132.9166667,Burseraceae,Canarium,Canarium australianum,woody,long,0,AM,13,NA,NA,NA,NA,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6531,Bloomfield_2018,-17.117,145.63,Proteaceae,Cardwellia,Cardwellia sublimis,woody,long,0,NM,13.256,1.775,NA,7.468169014,NA,NA,-17.117145.63,-17.117145.63,0.185,0.024,2.732,3.841,12.614,2.533,10147.895,21.445,2501.581,78.27684784,276.3465576
6532,Bloomfield_2018,-17.117,145.63,Proteaceae,Cardwellia,Cardwellia sublimis,woody,long,0,NM,16.574,1.171,NA,14.15371477,NA,NA,-17.117145.63,-17.117145.63,0.185,0.024,2.732,3.841,12.614,2.533,10147.895,21.445,2501.581,78.27684784,276.3465576
6533,Bloomfield_2018,-17.117,145.63,Proteaceae,Cardwellia,Cardwellia sublimis,woody,long,0,NM,13.662,0.927,NA,14.73786408,NA,NA,-17.117145.63,-17.117145.63,0.185,0.024,2.732,3.841,12.614,2.533,10147.895,21.445,2501.581,78.27684784,276.3465576
6534,Bloomfield_2018,-17.117,145.63,Proteaceae,Cardwellia,Cardwellia sublimis,woody,long,0,NM,17.709,0.989,NA,17.90596562,NA,NA,-17.117145.63,-17.117145.63,0.185,0.024,2.732,3.841,12.614,2.533,10147.895,21.445,2501.581,78.27684784,276.3465576
4565,Schmidt_2003,-12.65,132.9166667,Myrtaceae,Corymbia,Corymbia bleeseri,woody,long,0,EcM-AM,14,NA,495.5,NA,35.39285714,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4567,Schmidt_2003,-12.65,132.9166667,Myrtaceae,Corymbia,Corymbia bleeseri,woody,long,0,EcM-AM,8,NA,514,NA,64.25,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4568,Schmidt_2003,-12.65,132.9166667,Myrtaceae,Corymbia,Corymbia confertiflora,woody,long,0,EcM-AM,10,NA,483.5,NA,48.35,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4571,Schmidt_2003,-12.65,132.9166667,Myrtaceae,Corymbia,Corymbia foelscheana,woody,long,0,EcM-AM,10,NA,479,NA,47.9,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4570,Schmidt_2003,-12.65,132.9166667,Myrtaceae,Corymbia,Corymbia foelscheana,woody,long,0,EcM-AM,10,NA,493.45,NA,49.345,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4426,Prior_2003,-12.7,131,Myrtaceae,Corymbia,Corymbia foelscheana,woody,long,0,EcM-AM,0.85,0.55,NA,1.545454545,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
4427,Prior_2003,-12.7,131,Myrtaceae,Corymbia,Corymbia foelscheana,woody,long,0,EcM-AM,11.3,0.58,NA,19.48275862,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
4428,Prior_2003,-12.7,131,Myrtaceae,Corymbia,Corymbia foelscheana,woody,long,0,EcM-AM,15.3,1.37,NA,11.16788321,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
4429,Prior_2003,-12.7,131,Myrtaceae,Corymbia,Corymbia foelscheana,woody,long,0,EcM-AM,18.3,1.6,NA,11.4375,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
4430,Prior_2003,-12.7,131,Myrtaceae,Corymbia,Corymbia foelscheana,woody,long,0,EcM-AM,10.8,0.67,NA,16.11940299,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
4431,Prior_2003,-12.7,131,Myrtaceae,Corymbia,Corymbia foelscheana,woody,long,0,EcM-AM,9.1,0.49,NA,18.57142857,NA,NA,-12.7131,-12.7131,0.082,0.016,1.39,3.943,6.314,2.952,4854.368,27.358,1571.476,105.9048691,181.3877563
4576,Schmidt_2003,-12.65,132.9166667,Myrtaceae,Corymbia,Corymbia polycarpa,woody,long,0,EcM-AM,11,NA,500,NA,45.45454545,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4582,Schmidt_2003,-12.65,132.9166667,Myrtaceae,Corymbia,Corymbia porrecta,woody,long,0,EcM-AM,9,NA,504.5,NA,56.05555556,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4584,Schmidt_2003,-12.65,132.9166667,Myrtaceae,Corymbia,Corymbia porrecta,woody,long,0,EcM-AM,9,NA,512.5,NA,56.94444444,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4577,Schmidt_2003,-12.65,132.9166667,Myrtaceae,Corymbia,Corymbia porrecta,woody,long,0,EcM-AM,8,NA,490.85,NA,61.35625,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4581,Schmidt_2003,-12.65,132.9166667,Myrtaceae,Corymbia,Corymbia porrecta,woody,long,0,EcM-AM,8,NA,503.6,NA,62.95,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4586,Schmidt_2003,-12.65,132.9166667,Myrtaceae,Corymbia,Corymbia ptychocarpa,woody,long,0,EcM-AM,9,NA,501.1,NA,55.67777778,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2471,Bloomfield_2018,-17.117,145.63,Lauraceae,Cryptocarya,Cryptocarya mackinnoniana,woody,long,0,AM,14.743,1.557,NA,9.468850353,NA,NA,-17.117145.63,-17.117145.63,0.185,0.024,2.732,3.841,12.614,2.533,10147.895,21.445,2501.581,78.27684784,276.3465576
2472,Bloomfield_2018,-17.117,145.63,Lauraceae,Cryptocarya,Cryptocarya mackinnoniana,woody,long,0,AM,13.925,1.905,NA,7.309711286,NA,NA,-17.117145.63,-17.117145.63,0.185,0.024,2.732,3.841,12.614,2.533,10147.895,21.445,2501.581,78.27684784,276.3465576
2473,Bloomfield_2018,-17.117,145.63,Lauraceae,Cryptocarya,Cryptocarya mackinnoniana,woody,long,0,AM,16.747,1.347,NA,12.43281366,NA,NA,-17.117145.63,-17.117145.63,0.185,0.024,2.732,3.841,12.614,2.533,10147.895,21.445,2501.581,78.27684784,276.3465576
2474,Bloomfield_2018,-17.117,145.63,Lauraceae,Cryptocarya,Cryptocarya mackinnoniana,woody,long,0,AM,16.642,1.054,NA,15.78937381,NA,NA,-17.117145.63,-17.117145.63,0.185,0.024,2.732,3.841,12.614,2.533,10147.895,21.445,2501.581,78.27684784,276.3465576
7594,Schmidt_2003,-12.65,132.9166667,Sapindaceae,Cupaniopsis,Cupaniopsis anacardioides,woody,long,0,AM,20,NA,506.2,NA,25.31,NA,-12.65132.9166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
